date,close,open,high,low,volume,volume.1,turnover,total_shares,PE_TTM,PB,PS_TTM,reits_divd,EPS_TTM,pre_close,MA5,MA10,MACD,RSI,DX,next_return
2005/11/18,883.871,862.579,886.582,862.403,1759.7803,8.3539,1.4632,472.1104,13.7271,1.6458,0.8044,2.9902,0.3436,862.658,865.3604,869.2614,-10.50945967,49.74800712,13.47912779,0.001847568
2005/11/21,869.617,882.79,886.106,880.3,1025.9963,4.8973,0.9478,472.143,13.7112,1.6439,0.8035,2.9927,0.3436,882.241,869.7048,869.9207,-8.7330505,50.6537847,13.47912779,-0.016126788
2005/11/22,876.229,883.931,883.931,869.53,1059.7236,4.5006,0.8652,472.143,13.4588,1.6137,0.7887,3.0474,0.3436,883.871,872.3012,868.73,-8.378826219,43.30319687,24.1749098,0.007603347
2005/11/23,881.493,868.005,876.816,866.19,991.692,3.9441,0.8096,472.143,13.5381,1.6232,0.7933,3.0287,0.3436,869.617,874.9232,868.4277,-7.478361882,47.13546067,27.18133108,0.006007562
2005/11/24,884.105,875.827,885.745,874.879,1462.9008,6.1024,1.1943,472.143,13.6265,1.6338,0.7985,3.0083,0.3436,876.229,878.6902,870.2802,-6.267726156,50.03122521,14.15094046,0.002963155
2005/11/25,880.167,881.248,884.162,877.262,1300.3546,5.1279,1.0667,472.143,13.6418,1.6356,0.7994,3.0044,0.3436,881.493,879.063,872.2117,-5.03943063,51.45227613,14.15094046,-0.004454222
2005/11/28,871.31,883.241,886.743,877.637,973.9735,4.2391,0.8002,472.143,13.5896,1.6294,0.7963,3.0166,0.3436,884.105,878.3222,874.0135,-4.333803872,49.18137199,10.3603937,-0.010062863
2005/11/29,873.825,879.254,879.254,870.564,841.4994,3.5974,0.686,472.143,13.4483,1.6124,0.7881,3.0483,0.3436,880.167,878.6608,875.481,-4.438115627,44.4315109,18.36095769,0.002886458
2005/11/30,873.067,870.452,873.933,866.984,804.0738,3.6768,0.6614,472.143,13.4528,1.613,0.7883,3.0456,0.3436,871.31,878.18,876.5516,-4.268637765,46.02556979,22.14845181,-0.000867451
2005/12/1,869.936,873.474,877.312,870.703,706.9235,3.3557,0.5764,472.1437,13.4499,1.6126,0.7882,3.0472,0.3436,873.825,876.4948,877.5925,-4.147677755,45.60098358,16.64772366,-0.003586208
2005/12/2,859.61,872.93,875.825,866.374,849.2021,3.9372,0.9108,472.1437,13.4308,1.6103,0.787,3.0521,0.3436,873.067,873.661,876.362,-4.255407916,43.80346367,21.52362836,-0.011869839
2005/12/5,866.075,869.427,869.427,858.859,1028.6897,4.6065,0.8381,472.1764,13.3098,1.5958,0.78,3.0807,0.3435,869.936,869.5496,873.9359,-5.115043706,38.42403444,29.25986444,0.007520852
2005/12/6,873.838,858.108,867.187,855.715,1030.3514,4.7371,0.8367,472.1764,13.4458,1.6121,0.7879,3.05,0.3435,859.61,868.5026,873.5817,-5.214529939,43.13283619,32.26816932,0.008963427
2005/12/7,874.056,865.724,873.999,865.017,984.2955,4.3688,0.7993,472.1764,13.589,1.6293,0.7963,3.0187,0.3435,866.075,868.5052,873.3426,-4.613779495,48.25027826,20.32827614,0.000249474
2005/12/8,887.358,874.132,877.97,870.122,1025.9174,5.0188,0.8307,472.6584,13.6057,1.6313,0.7973,3.0155,0.3432,873.838,868.703,872.5989,-4.073137073,48.39073115,13.87495542,0.015218705
2005/12/9,888.518,873.693,887.568,871.261,1271.9526,5.7931,1.0459,472.6584,13.7733,1.6514,0.8071,2.9775,0.3432,874.056,872.1874,872.9242,-2.542011106,56.20200719,0.074504891,0.001307251
2005/12/12,889.101,887.064,890.694,884.256,1069.928,5.0823,0.8734,472.6584,13.7895,1.6533,0.8081,2.9697,0.3432,887.358,877.969,873.7593,-1.22090659,56.81583218,4.191007275,0.000656149
2005/12/13,898.153,887.996,889.221,880.743,1054.7238,5.1482,0.8575,472.6584,13.8256,1.6576,0.8102,2.9628,0.3432,888.518,882.5742,875.5384,-0.125432606,57.14094062,0.756950911,0.010181071
2005/12/14,896.434,888.604,899.011,884.368,1386.8376,6.7572,1.121,472.6584,13.9169,1.6686,0.8155,2.9423,0.3432,889.101,887.4372,877.9712,1.456371029,61.93291003,11.81188533,-0.001913928
