date,close,open,high,low,volume,volume.1,turnover,total_shares,PE_TTM,PB,PS_TTM,reits_divd,EPS_TTM,pre_close,MA5,MA10,MACD,RSI,DX,next_return
2007/6/27,3858.522,3946.876,4053.413,3912.199,6529.052,102.1316,3.1133,1293.1765,39.672,5.0486,3.3367,0.631,0.236,3928.213,4018.9986,4090.8363,88.55170812,54.85480347,11.09722499,-0.045034704
2007/6/28,3764.078,4038.378,4067.811,3857.848,6685.798,98.372,3.1878,1293.4945,38.172,4.8583,3.2105,0.6526,0.2359,4040.484,3951.247,4069.1064,68.71002243,47.39502641,15.19608917,-0.02447673
2007/6/29,3757.655,3769.331,3867.748,3718.161,5892.087,88.5276,2.8064,1293.4945,37.4586,4.7702,3.1517,0.6629,0.2359,3858.522,3893.7774,4035.5761,44.84752769,44.0468782,24.79315974,-0.001706394
2007/7/2,3832.227,3746.175,3801.904,3644.187,4974.731,71.9959,2.3669,1299.4057,37.5327,4.7821,3.2411,0.6604,0.3714,3764.078,3869.7904,3988.5847,25.12838192,43.820156,29.35275047,0.019845356
2007/7/3,3743.582,3782.778,3835.289,3744.015,4640.9126,68.8875,2.2077,1299.4391,38.2219,4.8833,3.3006,0.7047,0.3714,3757.655,3850.5932,3946.5074,15.34130894,47.21714655,25.65030205,-0.023131459
2007/7/4,3537.435,3840.412,3848.076,3727.562,3823.3716,59.0556,1.8187,1299.4558,37.405,4.7812,3.2299,0.7348,0.3714,3832.227,3791.2128,3905.1057,0.427148532,43.82482409,26.76286123,-0.055066778
2007/7/5,3710.283,3688.312,3706.597,3535.042,4322.5527,61.3241,2.0547,1300.4239,35.4671,4.5354,3.0625,0.7855,0.3711,3743.582,3726.9954,3839.1212,-27.7073777,37.14186822,38.38184262,0.048862523
2007/7/6,3821.302,3517.599,3712.742,3475.271,5136.6512,71.895,2.4318,1300.4423,37.0558,4.7399,3.1997,0.7555,0.3711,3537.435,3716.2364,3805.0069,-35.64589964,44.7496103,41.48567486,0.029921976
2007/7/9,3775.621,3743.869,3840.988,3722.231,5407.3113,79.271,2.56,1300.6153,38.0737,4.8643,3.2878,0.7302,0.3711,3710.283,3728.9658,3799.3781,-32.60310174,49.01768035,26.73462877,-0.011954302
2007/7/10,3789.874,3832.756,3852.933,3764.249,5190.7868,77.1846,2.4575,1303.6463,38.2096,4.8564,3.2994,0.7326,0.3702,3821.302,3717.6446,3784.1189,-33.49166633,47.39529361,25.42298922,0.003775008
2007/7/11,3816.921,3751.489,3797.811,3732.294,3362.8907,51.5323,1.5904,1304.1216,38.3264,4.8732,3.3095,0.7403,0.3701,3775.621,3726.903,3759.0579,-32.6691723,47.97389347,27.58223305,0.007136649
2007/7/12,3820.124,3799.185,3839.206,3780.028,3136.8119,45.968,1.4819,1304.1216,38.8164,4.938,3.3518,0.7352,0.3701,3789.874,3782.8002,3754.8978,-29.49487444,49.11761084,22.62905602,0.000839158
2007/7/13,3697.966,3825.033,3829.679,3773.929,2689.3242,38.6155,1.2704,1304.1216,38.7965,4.9358,3.3501,0.7331,0.3701,3816.921,3804.7684,3760.5024,-26.41625505,49.25986714,23.1027522,-0.031977496
2007/7/16,3789.651,3824.911,3830.372,3697.217,2993.1857,44.463,1.4134,1304.1266,37.922,4.8253,3.2746,0.7416,0.3701,3820.124,3780.1012,3754.5335,-33.44798908,44.18600763,28.99148398,0.024793359
2007/7/17,3807.574,3684.335,3812.253,3650.253,3255.385,50.1582,1.5372,1304.1266,38.6804,4.9218,3.3401,0.7268,0.3701,3697.966,3782.9072,3750.2759,-31.26210562,48.47562899,32.40432714,0.004729459
2007/7/18,3806.997,3776.94,3861.509,3756.704,4597.5823,69.4678,2.1709,1304.1266,39.1024,4.9627,3.3692,0.7236,0.3701,3789.651,3786.4472,3756.6751,-27.76350056,49.29600909,25.58677384,-0.00015154
2007/7/19,3971.884,3796.915,3836.385,3778.509,3025.8467,45.7285,1.4282,1304.1266,38.8433,4.9316,3.3469,0.7339,0.3701,3807.574,3784.4624,3783.6313,-24.75206354,49.26881188,25.58677384,0.043311566
2007/7/20,4156.723,3808.082,3971.892,3808.082,5527.1121,81.5562,2.6088,1304.1266,40.3041,5.1193,3.4725,0.7065,0.3701,3806.997,3814.8144,3809.7914,-8.957221845,56.63216406,7.865992592,0.046536858
2007/7/23,4161.352,4009.063,4157.392,4009.063,8527.6186,125.8242,4.0251,1304.1266,41.7562,5.3064,3.5984,0.6719,0.3701,3971.884,3906.5658,3843.3335,18.26472218,63.09822347,10.70846414,0.001113618
2007/7/24,4255.463,4187.327,4241.581,4143.588,7609.0735,112.0249,3.5915,1304.2179,41.6207,5.2986,3.5864,0.6811,0.3701,4156.723,3980.906,3881.9066,39.75357608,63.24601673,17.64021435,0.022615487
2007/7/25,4303.185,4163.364,4256.054,4163.348,6459.7766,101.7718,3.048,1304.396,42.7096,5.4373,3.681,0.6643,0.37,4161.352,4070.4838,3928.4655,63.64397072,66.20910706,18.80712717,0.011214291
2007/7/26,4307.143,4282.676,4325.931,4244.079,6549.0243,103.9866,3.0874,1304.396,42.5804,5.4687,3.685,0.6623,0.37,4255.463,4169.7214,3977.0919,85.44311215,67.63403207,24.37810147,0.000919784
2007/7/27,4410.297,4277.551,4318.343,4225.029,6502.1109,105.9101,3.0645,1304.396,42.417,5.4491,3.6718,0.6649,0.37,4303.185,4236.7732,4025.7938,101.8642388,67.75547999,21.92203087,0.023949518
2007/7/30,4460.564,4305.178,4426.307,4303.732,7544.1583,121.0835,3.5451,1310.2408,43.2801,5.5577,3.7556,0.6563,0.3684,4307.143,4287.488,4097.0269,121.7977569,70.82779484,30.31999071,0.011397645
2007/7/31,4290.477,4402.518,4467.647,4359.592,7137.5042,118.8586,3.3473,1310.2472,43.4574,5.5861,3.7723,0.6521,0.3684,4410.297,4347.3304,4164.1182,140.0370802,72.21701259,33.27924591,-0.038131277
2007/8/1,4436.192,4479.299,4496.249,4271.055,7936.1665,128.9112,3.7191,1310.2472,41.9109,5.3887,3.6384,0.678,0.3684,4460.564,4354.3332,4212.4085,139.1630903,61.53828956,21.38895685,0.033962424
2007/8/2,4598.379,4311.599,4449.402,4303.975,6288.7538,108.358,2.9468,1310.2702,42.9252,5.5177,3.7265,0.6599,0.3684,4290.477,4380.9346,4275.328,148.5164249,66.15555669,21.38895685,0.03655996
2007/8/3,4703.984,4472.894,4599.248,4472.894,7819.0473,141.2875,3.6639,1310.3242,44.5889,5.7295,3.8711,0.6371,0.3683,4436.192,4439.1818,4337.9775,167.0900355,70.41304224,33.10344594,0.022965702
2007/8/6,4724.547,4642.78,4704.188,4623.489,7616.4271,136.599,3.5656,1310.3242,45.2426,5.8141,3.9284,0.6284,0.3683,4598.379,4497.9192,4392.7036,188.1621801,72.81135844,39.86221783,0.004371401
2007/8/7,4668.087,4715.389,4771.584,4634.868,8384.7133,154.6381,3.9253,1310.3242,45.5017,5.8477,3.9508,0.6246,0.3683,4703.984,4550.7158,4449.0231,204.1677501,73.26578144,43.79006744,-0.011950352
2007/8/8,4777.286,4680.071,4741.448,4579.404,8898.8001,135.4766,4.1659,1310.3242,45.7156,5.8785,3.971,0.6216,0.3683,4724.547,4626.2378,4490.2855,209.8770969,69.81543032,35.92215627,0.023392666
2007/8/9,4726.683,4666.421,4779.143,4666.204,7202.5786,117.1913,3.3713,1310.4504,46.6168,5.9894,4.0555,0.6147,0.3683,4668.087,4694.4566,4537.6956,220.6695014,72.51175162,38.38957037,-0.010592416
2007/8/10,4721.192,4765.852,4771.606,4631.043,7496.2881,123.5983,3.5075,1310.4504,46.3698,5.9893,4.0519,0.618,0.3683,4777.286,4720.1174,4579.6496,222.5736303,69.41721158,33.23588938,-0.001161703
2007/8/13,4795.568,4724.516,4767.08,4663.199,8576.3167,137.1895,4.0077,1310.4504,47.1215,6.0894,4.1163,0.6088,0.3683,4726.683,4723.559,4610.7391,221.0909891,69.07273933,33.23588938,0.015753649
2007/8/14,4798.75,4721.446,4803.567,4704.148,6115.7911,105.5368,2.8577,1310.4744,47.4918,6.1361,4.1488,0.6033,0.3683,4721.192,4737.7632,4644.2395,223.3429483,71.16032141,36.09982041,0.000663529
2007/8/15,4721.942,4804.676,4836.587,4697.97,6346.6427,109.9029,2.9622,1310.4744,46.9852,6.1182,4.1309,0.6034,0.3683,4795.568,4763.8958,4695.0668,222.8159199,71.24973346,38.66405721,-0.016005835
2007/8/16,4626.583,4772.356,4772.97,4665.21,6359.4794,110.2147,2.9582,1310.5693,45.6866,5.96,4.0212,0.6171,0.3683,4798.75,4752.827,4723.6418,213.7366591,65.9357803,32.96321445,-0.020194869
2007/8/17,4885.427,4694.2,4774.988,4616.966,6365.212,111.5652,2.9597,1310.5693,44.045,5.7796,3.9059,0.6325,0.3683,4721.942,4732.807,4726.4622,196.5805471,59.95697882,24.82444225,0.055947121
2007/8/20,4972.711,4749.204,4885.835,4747.27,6781.2204,119.2593,3.1404,1310.5693,46.287,6.0973,4.1087,0.598,0.3683,4626.583,4765.654,4744.6065,201.5474388,68.34709012,34.71273234,0.017866197
2007/8/21,5051.688,4915.524,4995.527,4909.844,7444.0593,132.9024,3.4474,1310.5693,45.9771,6.1597,4.0915,0.5915,0.3683,4885.427,4801.0826,4769.4229,210.1048675,70.58523162,42.73941373,0.015882081
2007/8/22,5135.93,4899.93,5075.892,4887.139,7402.8925,138.7223,3.4278,1310.7339,46.0955,6.1871,4.0935,0.5878,0.3682,4972.711,4851.6702,4807.783,220.7152077,72.48129384,47.8026975,0.01667601
2007/8/23,5217.581,5075.51,5154.846,5028.124,6805.1882,130.8732,3.149,1311.3601,46.4233,6.2493,4.1337,0.5835,0.3681,5051.688,4934.4678,4843.6474,233.2330389,74.37845891,52.26825477,0.015897997
2007/8/24,5243.147,5161.15,5231.154,5158.033,7376.9875,134.5461,3.4136,1311.3601,44.6111,6.3175,4.2531,0.5736,0.3681,5135.93,5052.6674,4892.7372,246.8960001,76.09842968,56.17099654,0.004899972
2007/8/27,5251.77,5250.619,5296.571,5191.28,8263.1454,149.3755,3.8212,1311.3601,44.4854,6.3566,4.2772,0.5665,0.3681,5217.581,5124.2114,4944.9327,256.8264228,76.62749231,59.24726676,0.001644623
2007/8/28,5171.822,5220.639,5270.302,5136.614,7506.6789,140.4197,3.4645,1311.3601,43.3446,6.4139,4.2593,0.5623,0.3681,5243.147,5180.0232,4990.5529,262.3677463,76.81391057,49.78607834,-0.015223058
2007/8/29,5241.228,5215.655,5283.333,5138.336,7292.9456,138.9835,3.3659,1311.5676,42.242,6.2916,4.1631,0.5726,0.368,5251.77,5204.05,5027.8601,257.3416749,71.14787896,50.54042199,0.013420029
2007/8/30,5296.813,5193.726,5247.572,5175.997,6729.849,123.8202,3.104,1311.5676,42.3757,6.3315,4.1789,0.5671,0.368,5171.822,5225.1096,5079.7887,256.0078621,73.00923081,50.54042199,0.010605339
2007/8/31,5419.169,5255.091,5307.417,5219.989,6678.0357,122.8624,3.0749,1311.5676,42.7416,6.3866,4.2146,0.5613,0.368,5241.228,5240.956,5146.8117,256.4795146,74.43187063,54.20467725,0.023099928
2007/9/3,5360.333,5335.049,5433.745,5335.049,8284.9166,149.6124,3.8143,1311.6096,43.5435,6.5073,4.2937,0.5555,0.368,5296.813,5276.1604,5200.1859,263.686792,77.27173924,60.80574459,-0.010857015
2007/9/4,5363.251,5421.254,5429.206,5333.494,7991.4832,147.6867,3.6733,1311.9616,43.2835,6.4208,4.2689,0.5586,0.3679,5419.169,5297.873,5238.9481,261.6350715,73.06897655,60.49906773,0.000544369
2007/9/5,5412.037,5357.553,5389.325,5265.064,6536.4902,122.7407,2.9962,1312.3784,43.3893,6.4135,4.2789,0.5573,0.3678,5360.333,5336.1588,5270.1044,257.2787769,73.14698364,47.1953121,0.009096348
2007/9/6,5294.795,5389.486,5448.84,5365.497,7060.8574,128.581,3.2345,1312.3784,44.0179,6.5064,4.3409,0.5497,0.3678,5363.251,5370.3206,5297.7151,254.8255344,74.47802082,50.99953965,-0.021663193
2007/9/7,5377.222,5382.911,5402.715,5284.65,7929.888,145.9304,3.6326,1312.3784,42.9929,6.3549,4.2397,0.5626,0.3678,5412.037,5369.917,5305.4365,240.6468454,66.01004117,36.60245178,0.015567553
2007/9/10,5124.092,5226.736,5380.456,5182.101,6509.5672,116.769,2.9807,1312.3784,43.5594,6.4386,4.2955,0.5552,0.3678,5294.795,5361.5276,5318.844,233.371145,68.70411718,20.86123617,-0.047074493
2007/9/11,5202.856,5384.559,5413.999,5104.347,6880.669,127.2497,3.1507,1312.3784,41.5855,6.1468,4.1009,0.5816,0.3678,5377.222,5314.2794,5306.0762,204.8186031,54.43502245,10.46709303,0.015371309
2007/9/12,5349.97,5102.576,5212.652,5059.464,6157.2253,113.7739,2.8189,1312.3784,42.1221,6.2261,4.1538,0.5742,0.3678,5124.092,5282.2004,5309.1796,186.3974309,57.39981283,4.861010094,0.028275624
2007/9/13,5397.278,5230.645,5351.575,5212.03,5974.6929,118.9347,2.7352,1312.5708,43.0604,6.3585,4.2463,0.5611,0.3677,5202.856,5269.787,5320.0538,181.5762911,62.33005992,18.62636108,0.008842666
2007/9/14,5498.908,5362.465,5405.854,5274.221,6029.5626,118.7392,2.7582,1312.7389,43.3722,6.4053,4.2778,0.5568,0.3677,5349.97,5290.2836,5330.1003,179.5036569,63.78167286,23.29605913,0.018829862
2007/9/17,5476.839,5389.501,5504.771,5387.68,6940.3132,131.4023,3.1748,1312.7389,44.176,6.5242,4.3567,0.531,0.3677,5397.278,5314.6208,5338.0742,183.9414089,66.74628633,31.06028767,-0.004013342
2007/9/18,5419.268,5524.099,5533.532,5405.184,7162.181,140.263,3.2763,1312.7389,44.0417,6.5121,4.3465,0.5324,0.3677,5498.908,5385.1702,5349.7248,183.5615918,65.49263273,33.17824043,-0.01051172
2007/9/19,5494.915,5487.377,5498.594,5385.424,5588.0065,110.1328,2.5513,1312.7389,43.9033,6.5006,4.3325,0.5541,0.3677,5476.839,5428.4526,5355.3265,176.5795858,62.21004199,30.21827671,0.013958896
2007/9/20,5468.098,5436.641,5501.399,5430.309,5671.2136,113.7258,2.5891,1315.771,44.5983,6.5898,4.401,0.5456,0.3668,5419.268,5457.4416,5363.6143,175.1315688,64.71277444,30.4545705,-0.00488033
2007/9/21,5513.895,5508.505,5516.107,5357.504,6110.6356,121.1259,2.7897,1316.0122,44.6107,6.5917,4.4022,0.5458,0.3667,5494.915,5471.6056,5380.9446,169.8620333,63.11694257,19.17461448,0.008375307
2007/9/24,5454.615,5481.382,5541.134,5400.679,5418.4817,116.6785,2.4716,1316.0122,44.9404,6.6375,4.4348,0.5296,0.3667,5468.098,5474.603,5394.6119,167.4510521,64.71713594,21.68155726,-0.010751021
2007/9/25,5361.021,5524.016,5540.873,5423.525,4532.623,95.4948,2.0675,1316.4122,44.6339,6.5681,4.4039,0.533,0.3666,5513.895,5470.1582,5427.6642,158.9249438,61.02635049,21.68155726,-0.017158681
2007/9/26,5427.657,5433.63,5489.858,5338.305,3917.1156,84.0778,1.7867,1316.4122,43.8518,6.4515,4.3251,0.5421,0.3666,5454.615,5458.5088,5443.4807,142.9676458,55.6318922,8.40329553,0.012429722
2007/9/27,5580.813,5364.529,5429.052,5338.044,3375.9056,71.5695,1.5394,1316.6732,44.5639,6.5517,4.3954,0.5336,0.3666,5361.021,5445.0572,5451.2494,134.1519207,58.44811351,8.364293579,0.028217701
2007/9/28,5653.136,5479.853,5590.849,5479.853,4851.462,104.2243,2.211,1317.2871,45.7963,6.733,4.5169,0.5191,0.3664,5427.657,5467.6002,5469.6029,137.9337894,64.0899631,26.11167582,0.012959223
2007/10/8,5675.927,5703.28,5715.907,5617.097,6644.9703,128.7091,3.0181,1317.2871,47.1418,6.9317,4.6501,0.5052,0.3689,5580.813,5495.4484,5485.0257,145.094253,66.40936532,36.36960889,0.004031568
2007/10/9,5685.759,5638.633,5682.967,5582.771,5363.349,107.5941,2.4359,1317.3511,47.3173,6.9541,4.6722,0.5034,0.3689,5653.136,5539.7108,5504.9345,150.8688926,67.12986426,30.99395021,0.001732228
2007/10/10,5760.078,5694.986,5776.209,5653.789,6399.4455,128.5061,2.9059,1317.3511,47.7924,7.0239,4.7191,0.499,0.3689,5675.927,5604.6584,5531.5836,154.4581983,67.45418407,38.12866539,0.013071078
2007/10/11,5737.221,5695.128,5761.216,5650.104,6514.1101,137.4289,2.952,1317.4789,49.2013,7.2229,4.86,0.4857,0.3688,5685.759,5671.1426,5558.0999,161.4387062,69.8738648,37.52349597,-0.003968175
2007/10/12,5821.447,5777.898,5796.28,5485.564,7800.1064,160.5887,3.5348,1317.4982,49.1354,7.214,4.8508,0.4858,0.3688,5760.078,5702.4242,5585.0122,163.2446574,68.19460846,13.59246699,0.014680627
2007/10/15,5877.202,5761.869,5824.976,5690.07,7068.2111,155.0521,3.2031,1317.6707,50.1217,7.3719,4.951,0.4747,0.3688,5737.221,5736.0864,5615.7674,169.5181216,70.96380376,16.32712922,0.009577516
2007/10/16,5824.117,5851.538,5885.484,5815.609,6469.2049,135.0923,2.8581,1317.831,50.7105,7.4598,5.0102,0.4693,0.3687,5821.447,5776.3414,5658.0261,176.9490907,72.66072675,21.93724807,-0.009032359
2007/10/17,5615.747,5862.378,5891.723,5797.611,4886.9768,108.3284,2.1591,1317.831,50.1812,7.3839,4.9591,0.4741,0.3687,5877.202,5804.013,5704.3357,176.5198604,68.5528214,19.37340692,-0.035777097
2007/10/18,5614.06,5813.239,5813.239,5593.988,4859.563,106.4948,2.147,1317.901,48.2647,7.1033,4.7702,0.4927,0.3687,5824.117,5775.1468,5723.1447,157.5498382,55.32987018,4.97095324,-0.000300405
2007/10/19,5472.677,5651.032,5711.497,5563.783,3846.6457,84.9715,1.6995,1317.901,48.092,7.0788,4.753,0.4939,0.3687,5615.747,5750.5146,5726.4694,140.75727,55.23697407,7.969155149,-0.025183735
2007/10/22,5540.09,5543.793,5594.497,5465.854,3586.7499,74.7304,1.5847,1317.901,46.8318,6.8959,4.637,0.5067,0.3687,5614.06,5680.7606,5708.4235,114.718212,47.96824491,17.10123551,0.012318103
2007/10/23,5588.014,5467.832,5541.957,5373.05,4189.68,90.0143,1.8435,1337.2924,48.9271,7.2069,4.9851,0.4648,0.3634,5472.677,5613.3382,5694.8398,98.38758585,51.26154645,24.72432524,0.008650401
2007/10/24,5333.792,5564.478,5644.973,5553.326,4466.1238,99.45,1.963,1338.5754,49.4363,7.2959,5.044,0.4641,0.363,5540.09,5566.1176,5685.0653,88.29470681,53.51411598,12.37161467,-0.045494159
2007/10/25,5394.807,5549.664,5556.552,5312.85,5082.1706,103.8907,2.231,1338.5754,46.9331,6.9147,4.861,0.4868,0.363,5588.014,5509.7266,5642.4367,59.10115535,42.33615423,29.83998904,0.011439329
2007/10/26,5508.357,5279.1,5428.576,5266.372,3589.5965,77.2838,1.5434,1338.5754,45.7401,6.8825,4.8307,0.4813,0.363,5333.792,5465.876,5608.1953,40.42249076,45.28987953,32.63511653,0.021048019
2007/10/29,5596.068,5428.683,5509.345,5428.683,3523.3977,72.3539,1.4588,1338.5754,46.766,7.0498,4.9327,0.4673,0.363,5394.807,5473.012,5576.8863,34.38567387,50.38351328,23.43226081,0.01592326
2007/10/30,5688.543,5529.965,5597.265,5467.523,3919.3921,79.728,1.6228,1338.5754,47.6648,7.0951,4.9702,0.4562,0.363,5508.357,5484.2076,5548.7729,36.26100339,53.95000514,14.14774849,0.016524996
2007/10/31,5605.232,5663.756,5691.865,5590.54,5032.9469,103.7823,2.0831,1338.5754,47.4751,7.0695,4.9837,0.4526,0.363,5596.068,5504.3134,5535.2155,44.69397092,57.4247831,4.996247498,-0.014645402
2007/11/1,5472.93,5701.487,5702.211,5604.79,4661.2479,96.3427,1.9293,1338.5825,47.2277,7.0316,4.9578,0.4554,0.363,5688.543,5558.6014,5534.164,44.14577203,53.50758519,4.01408543,-0.023603305
2007/11/2,5360.305,5514.852,5565.66,5448.986,4328.95,93.6711,1.7907,1338.6288,46.1084,6.8641,4.8403,0.4666,0.363,5605.232,5574.226,5520.051,32.65918005,47.91749284,16.65755908,-0.020578557
2007/11/5,5317.549,5438.811,5494.616,5333.382,3369.5018,74.1902,1.3932,1338.6288,44.7556,6.6625,4.6983,0.4801,0.363,5472.93,5544.6156,5508.8138,14.30319853,43.72927743,24.59429693,-0.007976412
2007/11/6,5350.629,5331.31,5406.105,5295.795,2705.7854,56.4915,1.1185,1338.6288,43.9377,6.541,4.6125,0.4884,0.363,5360.305,5488.9118,5486.5597,-3.652002932,42.22056686,27.02753348,0.006220911
2007/11/7,5093.669,5348.556,5388.639,5231.614,3006.1349,59.6392,1.2427,1338.6288,44.5175,6.6284,4.6733,0.4823,0.363,5317.549,5421.329,5462.8212,-15.0389898,43.83511725,31.11503635,-0.04802426
2007/11/8,5040.525,5321.863,5321.863,5090.959,3605.4893,72.9787,1.4905,1338.6288,42.2698,6.2943,4.4374,0.5077,0.363,5350.629,5319.0164,5438.8089,-44.28726737,35.52980669,39.15832387,-0.010433344
2007/11/9,4978.252,5042.756,5129.113,4962.302,3458.3826,67.9687,1.4297,1338.9958,42.258,6.2772,4.4362,0.5087,0.3629,5093.669,5232.5354,5403.3807,-70.93729376,34.09117674,45.43443656,-0.012354467
2007/11/12,4939.244,4916.817,5018.107,4795.431,3841.3922,75.901,1.588,1338.9958,41.3381,6.1397,4.3397,0.5198,0.3629,5040.525,5156.1248,5350.3702,-95.97618859,32.43393405,52.30641326,-0.007835682
2007/11/13,5145.888,5024.521,5082.639,4866.156,3686.2079,74.7148,1.5228,1338.9958,41.0787,6.0854,4.2975,0.5241,0.3629,4978.252,5080.4638,5284.6878,-117.6115599,31.40409586,44.71611454,0.041837172
2007/11/14,5081.113,5013.782,5147.014,4924.816,3523.1542,73.4497,1.4546,1339.3412,43.1371,6.3909,4.5131,0.4996,0.3628,4939.244,5039.5156,5230.4223,-116.737625,41.92416566,37.36194063,-0.012587721
2007/11/15,5007.662,5129.813,5170.968,5069.519,3175.9464,66.609,1.3112,1339.3412,42.7922,6.3395,4.477,0.5042,0.3628,5145.888,5037.0044,5178.0104,-119.8898114,39.86053096,34.62053191,-0.014455691
2007/11/16,4994.416,4999.843,5021.711,4917.489,2331.0991,47.0792,0.9582,1339.3412,42.3161,6.2673,4.4272,0.51,0.3628,5081.113,5030.4318,5131.4836,-126.8525464,37.60038907,42.46836921,-0.002645147
2007/11/19,5069.382,5017.404,5033.947,4968.733,2554.8101,48.97,1.0375,1522.3013,43.7535,6.8675,5.0477,0.3883,0.3192,5007.662,5033.6646,5094.8947,-131.9187286,37.19084523,41.00138031,0.015009963
2007/11/20,4997.62,4964.564,5099.515,4916.471,3356.2714,66.5361,1.3627,1522.3013,43.9482,6.8979,5.0687,0.3865,0.3192,4994.416,5059.6922,5070.078,-128.4044186,41.10088435,33.09277319,-0.014155966
2007/11/21,4772.617,5087.248,5135.247,4993.289,2680.3122,53.0595,1.0868,1523.026,43.3375,6.7622,4.9983,0.3917,0.3191,5069.382,5030.0386,5034.7771,-129.9123476,38.62225998,28.85131147,-0.04502203
2007/11/22,4856.161,4902.627,4949.335,4759.906,2650.7716,53.7141,1.0741,1523.026,41.3922,6.4586,4.7739,0.41,0.3191,4997.62,4968.3394,5002.6719,-147.5622482,32.08819692,41.87957257,0.017504862
2007/11/23,4800.082,4733.365,4857.052,4711.792,2014.6305,41.1741,0.8161,1523.026,41.8121,6.5242,4.8224,0.406,0.3191,4772.617,4938.0392,4984.2355,-153.0444181,36.39122621,44.1501107,-0.011548011
2007/11/26,4711.152,4931.599,4954.18,4795.352,2362.2276,48.427,0.9567,1523.026,41.1832,6.426,4.752,0.4122,0.3191,4856.161,4899.1724,4966.4185,-160.069008,34.79738403,32.86589969,-0.018526767
2007/11/27,4648.751,4759.006,4806.828,4708.798,2088.684,44.8319,0.8459,1523.026,40.3496,6.296,4.6557,0.421,0.3191,4800.082,4827.5264,4943.6093,-170.8425869,32.37578804,37.55692605,-0.01324538
2007/11/28,4842.07,4724.467,4760.659,4619.514,2248.2368,45.1673,0.9104,1523.026,39.7568,6.2039,4.5876,0.4271,0.3191,4711.152,4757.7526,4893.8956,-182.3143586,30.75828484,42.05485829,0.041585148
2007/11/29,4737.408,4708.384,4847.576,4637.482,3687.299,72.8958,1.4903,1523.4786,41.5238,6.4794,4.7921,0.4093,0.319,4648.751,4771.6432,4869.9913,-173.8030987,40.65081208,32.08053958,-0.021615136
2007/11/30,4772.674,4841.076,4841.076,4723.787,2938.3696,57.403,1.1862,1523.4786,40.3995,6.3036,4.6616,0.4209,0.319,4842.07,4747.8926,4842.9659,-173.503176,37.52502361,32.08053958,0.007444155
2007/12/3,4829.214,4714.921,4809.267,4689.518,2225.5934,43.6983,0.8958,1523.4786,40.4156,6.3061,4.6634,0.4211,0.319,4737.408,4742.411,4820.7917,-168.4777075,39.22090869,34.19336165,0.011846608
2007/12/4,4965.947,4786.641,4886.577,4786.641,2264.3592,43.927,0.9112,1523.5489,40.8572,6.3759,4.7148,0.4166,0.3189,4772.674,4766.0234,4796.7749,-158.1100873,41.94196144,24.76410857,0.028313717
2007/12/5,4971.055,4829.953,4970.17,4815.61,3176.9165,61.0902,1.278,1523.5633,41.9819,6.5518,4.8448,0.4053,0.3189,4829.214,4829.4626,4793.6076,-137.2780079,48.00445282,15.32785915,0.001028605
2007/12/6,5041.35,4986.251,4999.932,4928.132,2371.1591,47.4363,0.9529,1523.8511,41.898,6.5356,4.8351,0.4061,0.3189,4965.947,4855.2596,4813.4514,-118.9846806,48.22197147,12.0776912,0.014140861
2007/12/7,5133.562,4979.841,5041.778,4977.868,2719.8223,50.3804,1.0929,1523.8708,42.3361,6.604,4.8856,0.4017,0.3189,4971.055,4916.048,4831.9703,-97.6887725,51.24477393,7.490790359,0.018291132
2007/12/10,5140,4961.67,5138.685,4944.828,4278.0691,82.8982,1.7186,1523.8738,42.8733,6.6874,4.9474,0.3958,0.3189,5041.35,4988.2256,4865.3183,-72.53473886,54.95940798,2.464392689,0.0012541
2007/12/11,5077.39,5162.088,5181.406,5068.03,4058.6457,82.0344,1.6304,1523.8791,42.8779,6.6881,4.9479,0.3953,0.3189,5133.562,5050.3828,4908.2031,-51.48698329,55.21595465,6.572335876,-0.012180934
2007/12/12,4884.298,5108.578,5130.719,5033.716,3982.8251,83.7535,1.5999,1523.8791,42.141,6.5732,4.8629,0.402,0.3189,5140,5072.6714,4951.067,-39.40436017,52.10753093,2.826232313,-0.038029775
2007/12/13,4977.652,5051.784,5067.39,4881.34,3681.959,77.1252,1.4791,1523.8791,40.9678,6.3901,4.7275,0.4139,0.3189,5077.39,5055.32,4955.2898,-44.89221544,43.89947643,11.97130558,0.019113084
2007/12/14,4857.289,4827.392,4979.185,4800.238,3072.7925,61.1626,1.2337,1523.9935,41.3871,6.4544,4.7748,0.4094,0.3189,4884.298,5042.5804,4979.3142,-41.23318222,48.15180407,18.67920914,-0.024180678
2007/12/17,4829.909,4976.239,4977.572,4855.167,3701.4522,76.9354,1.4861,1524.033,40.1621,6.2646,4.6344,0.4213,0.3188,4977.652,4987.3258,4987.7757,-47.49813132,43.56660421,18.67920914,-0.005636889
2007/12/18,4946.285,4827.26,4882.995,4799.004,2293.0076,47.4474,0.9199,1524.3479,39.8409,6.213,4.5972,0.4249,0.3188,4857.289,4925.3076,4987.8452,-54.04943752,42.57346566,23.36901696,0.024094864
2007/12/19,5037.195,4877.769,4961.593,4865.352,3210.1858,60.3799,1.2878,1524.3479,40.7234,6.3509,4.6992,0.4158,0.3188,4829.909,4899.0866,4985.879,-49.28272372,47.99945218,13.50373533,0.01837945
